temp,prec,wind,demand,j
30.5,12.64,4.64,142,6
30.5,12.64,4.64,155,1
30.5,12.64,4.64,163,5
30.5,12.64,4.64,174,8
30.5,12.64,4.64,193,9
30.5,53.03,3.95,78,7
30.5,53.03,3.95,86,4
30.5,53.03,3.95,90,3
30.5,53.03,3.95,101,2
30.5,53.03,3.95,104,10
30.5,53.03,3.95,122,6
30.5,53.03,3.95,127,1
30.5,53.03,3.95,133,5
30.5,53.03,3.95,141,8
30.5,53.03,3.95,155,9
30.7,25.99,3.32,96,7
30.7,25.99,3.32,109,4
30.7,25.99,3.32,113,3
30.7,25.99,3.32,125,2
30.7,25.99,3.32,127,10
30.7,25.99,3.32,145,6
30.7,25.99,3.32,152,1
30.7,25.99,3.32,159,5
30.7,25.99,3.32,177,8
30.7,25.99,3.32,187,9
30.7,57.13,4.16,76,7
30.7,57.13,4.16,81,3
30.7,57.13,4.16,86,4
30.7,57.13,4.16,100,2
30.7,57.13,4.16,101,10
30.7,57.13,4.16,112,6
30.7,57.13,4.16,121,1
30.7,57.13,4.16,125,5
30.7,57.13,4.16,137,8
30.7,57.13,4.16,145,9
30.8,46.46,4.76,86,7
30.8,46.46,4.76,91,3
30.8,46.46,4.76,91,4
30.8,46.46,4.76,100,10
30.8,46.46,4.76,102,2
30.8,46.46,4.76,118,6
30.8,46.46,4.76,122,1
30.8,46.46,4.76,125,5
30.8,46.46,4.76,148,8
30.8,46.46,4.76,152,9
30.9,18.2,2.99,100,7
30.9,18.2,2.99,115,3
30.9,18.2,2.99,120,4
30.9,18.2,2.99,133,10
30.9,18.2,2.99,135,2
30.9,18.2,2.99,159,6
30.9,18.2,2.99,161,5
30.9,18.2,2.99,162,1
30.9,18.2,2.99,186,8
30.9,18.2,2.99,202,9
31,9.92,0.6,123,7
31,9.92,0.6,134,3
31,9.92,0.6,136,4
31,9.92,0.6,155,2
31,9.92,0.6,157,10
31,9.92,0.6,176,6
31,9.92,0.6,189,1
31,9.92,0.6,196,5
31,9.92,0.6,212,8
31,9.92,0.6,228,9
31,18.71,1.71,113,7
31,18.71,1.71,118,3
31,18.71,1.71,121,4
31,18.71,1.71,137,2
31,18.71,1.71,140,10
31,18.71,1.71,165,1
31,18.71,1.71,166,6
31,18.71,1.71,172,5
31,18.71,1.71,195,8
31,18.71,1.71,213,9
31,25.15,1.64,112,7
31,25.15,1.64,120,3
31,25.15,1.64,125,4
31,25.15,1.64,136,10
31,25.15,1.64,140,2
31,25.15,1.64,161,6
31,25.15,1.64,164,1
31,25.15,1.64,172,5
31,25.15,1.64,190,8
31,25.15,1.64,201,9
31.1,40.06,0.04,100,7
31.1,40.06,0.04,117,3
31.1,40.06,0.04,123,4
31.1,40.06,0.04,130,2
31.1,40.06,0.04,132,10
31.1,40.06,0.04,158,6
31.1,40.06,0.04,160,1
31.1,40.06,0.04,169,5
31.1,40.06,0.04,185,8
31.1,40.06,0.04,198,9
31.1,54.84,0.98,86,7
31.1,54.84,0.98,98,3
31.1,54.84,0.98,107,4
31.1,54.84,0.98,112,2
31.1,54.84,0.98,116,10
31.1,54.84,0.98,139,6
31.1,54.84,0.98,140,1
31.1,54.84,0.98,144,5
31.1,54.84,0.98,160,8
31.1,54.84,0.98,173,9
31.3,56.88,0.7,93,7
31.3,56.88,0.7,95,3
31.3,56.88,0.7,105,4
31.3,56.88,0.7,113,2
31.3,56.88,0.7,114,10
31.3,56.88,0.7,137,6
31.3,56.88,0.7,140,5
31.3,56.88,0.7,144,1
31.3,56.88,0.7,158,8
31.3,56.88,0.7,174,9
31.4,18.4,3.54,102,7
31.4,18.4,3.54,114,3
31.4,18.4,3.54,114,4
31.4,18.4,3.54,124,10
31.4,18.4,3.54,132,2
31.4,18.4,3.54,151,6
31.4,18.4,3.54,156,1
31.4,18.4,3.54,164,5
31.4,18.4,3.54,186,8
31.4,18.4,3.54,199,9
31.4,26.29,1.86,100,7
31.4,26.29,1.86,117,4
31.4,26.29,1.86,120,3
31.4,26.29,1.86,129,10
31.4,26.29,1.86,132,2
31.4,26.29,1.86,158,6
31.4,26.29,1.86,163,1
31.4,26.29,1.86,172,5
31.4,26.29,1.86,187,8
31.4,26.29,1.86,200,9
31.5,29.06,1.2,110,7
31.5,29.06,1.2,121,3
31.5,29.06,1.2,121,4
31.5,29.06,1.2,139,10
31.5,29.06,1.2,141,2
31.5,29.06,1.2,162,6
31.5,29.06,1.2,168,1
31.5,29.06,1.2,173,5
31.5,29.06,1.2,193,8
31.5,29.06,1.2,201,9
31.7,38.92,4.77,84,7
31.7,38.92,4.77,89,3
31.7,38.92,4.77,92,4
31.7,38.92,4.77,102,10
31.7,38.92,4.77,112,2
31.7,38.92,4.77,131,6
31.7,38.92,4.77,136,1
31.7,38.92,4.77,141,5
31.7,38.92,4.77,150,8
31.7,38.92,4.77,167,9
31.8,9.66,4.74,98,7
31.8,9.66,4.74,108,3
31.8,9.66,4.74,115,4
31.8,9.66,4.74,124,10
31.8,9.66,4.74,130,2
31.8,9.66,4.74,152,6
31.8,9.66,4.74,156,1
31.8,9.66,4.74,166,5
31.8,9.66,4.74,180,8
31.8,9.66,4.74,196,9
31.8,16.04,3.67,103,7
31.8,16.04,3.67,112,3
31.8,16.04,3.67,115,4
31.8,16.04,3.67,126,10
31.8,16.04,3.67,128,2
31.8,16.04,3.67,147,6
31.8,16.04,3.67,156,1
31.8,16.04,3.67,163,5
31.8,16.04,3.67,189,8
31.8,16.04,3.67,193,9
31.8,30.15,1.68,102,7
31.8,30.15,1.68,119,3
31.8,30.15,1.68,122,4
31.8,30.15,1.68,135,10
31.8,30.15,1.68,137,2
31.8,30.15,1.68,159,6
31.8,30.15,1.68,161,1
31.8,30.15,1.68,163,5
31.8,30.15,1.68,185,8
31.8,30.15,1.68,195,9
31.8,55.76,2.22,86,7
31.8,55.76,2.22,100,3
31.8,55.76,2.22,103,4
31.8,55.76,2.22,106,2
31.8,55.76,2.22,109,10
31.8,55.76,2.22,124,6
31.8,55.76,2.22,137,1
31.8,55.76,2.22,140,5
31.8,55.76,2.22,150,8
31.8,55.76,2.22,165,9
31.9,2.47,1,121,7
31.9,2.47,1,138,3
31.9,2.47,1,145,4
31.9,2.47,1,153,10
31.9,2.47,1,161,2
31.9,2.47,1,187,6
31.9,2.47,1,190,1
31.9,2.47,1,201,5
31.9,2.47,1,223,8
31.9,2.47,1,235,9
32,43.47,0.47,101,7
32,43.47,0.47,110,4
32,43.47,0.47,115,3
32,43.47,0.47,125,2
32,43.47,0.47,125,10
32,43.47,0.47,152,1
32,43.47,0.47,152,6
32,43.47,0.47,163,5
32,43.47,0.47,177,8
32,43.47,0.47,194,9
32.1,14.39,2.09,117,7
32.1,14.39,2.09,124,3
32.1,14.39,2.09,129,4
32.1,14.39,2.09,136,10
32.1,14.39,2.09,147,2
32.1,14.39,2.09,165,6
32.1,14.39,2.09,172,1
32.1,14.39,2.09,175,5
32.1,14.39,2.09,202,8
32.1,14.39,2.09,209,9
32.1,46.73,1.15,95,7
32.1,46.73,1.15,104,3
32.1,46.73,1.15,113,4
32.1,46.73,1.15,118,2
32.1,46.73,1.15,119,10
32.1,46.73,1.15,138,6
32.1,46.73,1.15,145,1
32.1,46.73,1.15,150,5
32.1,46.73,1.15,174,8
32.1,46.73,1.15,187,9
32.2,58.21,3.56,82,7
32.2,58.21,3.56,89,3
32.2,58.21,3.56,91,4
32.2,58.21,3.56,105,10
32.2,58.21,3.56,106,2
32.2,58.21,3.56,120,6
32.2,58.21,3.56,126,1
32.2,58.21,3.56,132,5
32.2,58.21,3.56,149,8
32.2,58.21,3.56,155,9
32.3,1.93,1.63,122,7
32.3,1.93,1.63,132,3
32.3,1.93,1.63,143,4
32.3,1.93,1.63,149,10
32.3,1.93,1.63,161,2
32.3,1.93,1.63,180,6
32.3,1.93,1.63,191,1
32.3,1.93,1.63,196,5
32.3,1.93,1.63,218,8
32.3,1.93,1.63,230,9
32.3,30.57,4.67,92,7
32.3,30.57,4.67,99,4
32.3,30.57,4.67,100,3
32.3,30.57,4.67,112,2
32.3,30.57,4.67,112,10
32.3,30.57,4.67,138,1
32.3,30.57,4.67,139,6
32.3,30.57,4.67,140,5
32.3,30.57,4.67,159,8
32.3,30.57,4.67,176,9
32.4,23.9,4.13,98,7
32.4,23.9,4.13,101,3
32.4,23.9,4.13,109,4
32.4,23.9,4.13,119,10
32.4,23.9,4.13,126,2
32.4,23.9,4.13,141,6
32.4,23.9,4.13,147,1
32.4,23.9,4.13,154,5
32.4,23.9,4.13,172,8
32.4,23.9,4.13,186,9
32.5,55.48,4.15,74,7
32.5,55.48,4.15,87,3
32.5,55.48,4.15,89,4
32.5,55.48,4.15,100,2
32.5,55.48,4.15,104,10
32.5,55.48,4.15,119,1
32.5,55.48,4.15,122,6
32.5,55.48,4.15,125,5
32.5,55.48,4.15,138,8
32.5,55.48,4.15,153,9
32.8,4.59,1.06,121,7
32.8,4.59,1.06,140,3
32.8,4.59,1.06,141,4
32.8,4.59,1.06,154,10
32.8,4.59,1.06,159,2
32.8,4.59,1.06,186,1
32.8,4.59,1.06,186,6
32.8,4.59,1.06,194,5
32.8,4.59,1.06,222,8
32.8,4.59,1.06,232,9
32.8,20.74,3.58,104,7
32.8,20.74,3.58,107,3
32.8,20.74,3.58,119,4
32.8,20.74,3.58,127,10
32.8,20.74,3.58,130,2
32.8,20.74,3.58,147,6
32.8,20.74,3.58,158,1
32.8,20.74,3.58,166,5
32.8,20.74,3.58,184,8
32.8,20.74,3.58,189,9
32.9,0.98,2.48,124,7
32.9,0.98,2.48,128,3
32.9,0.98,2.48,136,4
32.9,0.98,2.48,151,2
32.9,0.98,2.48,153,10
32.9,0.98,2.48,178,1
32.9,0.98,2.48,179,6
32.9,0.98,2.48,185,5
32.9,0.98,2.48,214,8
32.9,0.98,2.48,228,9
32.9,46.37,2.55,95,3
32.9,46.37,2.55,95,7
32.9,46.37,2.55,108,4
32.9,46.37,2.55,112,10
32.9,46.37,2.55,117,2
32.9,46.37,2.55,140,6
32.9,46.37,2.55,141,1
32.9,46.37,2.55,150,5
32.9,46.37,2.55,159,8
32.9,46.37,2.55,177,9
33,34.98,3.71,89,7
33,34.98,3.71,100,3
33,34.98,3.71,111,4
33,34.98,3.71,114,10
33,34.98,3.71,119,2
33,34.98,3.71,135,6
33,34.98,3.71,139,1
33,34.98,3.71,147,5
33,34.98,3.71,163,8
33,34.98,3.71,181,9
33,53.59,2.32,83,7
33,53.59,2.32,97,3
33,53.59,2.32,100,4
33,53.59,2.32,110,2
33,53.59,2.32,112,10
33,53.59,2.32,131,6
33,53.59,2.32,132,1
33,53.59,2.32,142,5
33,53.59,2.32,160,8
33,53.59,2.32,164,9
33.1,42.85,3.77,86,7
33.1,42.85,3.77,92,3
33.1,42.85,3.77,103,4
33.1,42.85,3.77,106,10
33.1,42.85,3.77,112,2
33.1,42.85,3.77,131,1
33.1,42.85,3.77,135,5
33.1,42.85,3.77,135,6
33.1,42.85,3.77,158,8
33.1,42.85,3.77,172,9
33.1,43.64,3.61,88,7
33.1,43.64,3.61,96,4
33.1,43.64,3.61,100,3
33.1,43.64,3.61,113,10
33.1,43.64,3.61,116,2
33.1,43.64,3.61,135,6
33.1,43.64,3.61,139,1
33.1,43.64,3.61,139,5
33.1,43.64,3.61,154,8
33.1,43.64,3.61,164,9
33.2,32.01,1.67,103,7
33.2,32.01,1.67,109,3
33.2,32.01,1.67,119,4
33.2,32.01,1.67,131,10
33.2,32.01,1.67,132,2
33.2,32.01,1.67,152,6
33.2,32.01,1.67,156,1
33.2,32.01,1.67,162,5
33.2,32.01,1.67,185,8
33.2,32.01,1.67,203,9
33.2,58.62,1.3,90,7
33.2,58.62,1.3,100,4
33.2,58.62,1.3,101,3
33.2,58.62,1.3,112,10
33.2,58.62,1.3,118,2
33.2,58.62,1.3,126,6
33.2,58.62,1.3,132,1
33.2,58.62,1.3,143,5
33.2,58.62,1.3,159,8
33.2,58.62,1.3,172,9
33.4,57.16,1.87,93,7
33.4,57.16,1.87,99,3
33.4,57.16,1.87,100,4
33.4,57.16,1.87,112,2
33.4,57.16,1.87,112,10
33.4,57.16,1.87,127,6
33.4,57.16,1.87,135,1
33.4,57.16,1.87,140,5
33.4,57.16,1.87,154,8
33.4,57.16,1.87,165,9
33.5,3.34,0.9,123,7
33.5,3.34,0.9,141,3
33.5,3.34,0.9,143,4
33.5,3.34,0.9,159,10
33.5,3.34,0.9,164,2
33.5,3.34,0.9,191,6
33.5,3.34,0.9,194,1
33.5,3.34,0.9,199,5
33.5,3.34,0.9,228,8
33.5,3.34,0.9,238,9
33.5,34.05,4.02,90,7
33.5,34.05,4.02,101,3
33.5,34.05,4.02,109,4
33.5,34.05,4.02,119,2
33.5,34.05,4.02,120,10
33.5,34.05,4.02,139,1
33.5,34.05,4.02,142,6
33.5,34.05,4.02,147,5
33.5,34.05,4.02,167,8
33.5,34.05,4.02,173,9
33.7,27.68,4.99,94,7
33.7,27.68,4.99,98,3
33.7,27.68,4.99,108,4
33.7,27.68,4.99,112,10
33.7,27.68,4.99,113,2
33.7,27.68,4.99,131,6
33.7,27.68,4.99,141,5
33.7,27.68,4.99,143,1
33.7,27.68,4.99,163,8
33.7,27.68,4.99,180,9
33.8,3.48,2.78,114,7
33.8,3.48,2.78,132,3
33.8,3.48,2.78,137,4
33.8,3.48,2.78,148,10
33.8,3.48,2.78,151,2
33.8,3.48,2.78,167,6
33.8,3.48,2.78,174,1
33.8,3.48,2.78,189,5
33.8,3.48,2.78,203,8
33.8,3.48,2.78,217,9
33.8,31.31,1.96,99,7
33.8,31.31,1.96,111,3
33.8,31.31,1.96,117,4
33.8,31.31,1.96,132,10
33.8,31.31,1.96,135,2
33.8,31.31,1.96,150,6
33.8,31.31,1.96,155,1
33.8,31.31,1.96,163,5
33.8,31.31,1.96,186,8
33.8,31.31,1.96,198,9
33.8,46.1,3.61,88,7
33.8,46.1,3.61,96,4
33.8,46.1,3.61,98,3
33.8,46.1,3.61,108,10
33.8,46.1,3.61,114,2
33.8,46.1,3.61,130,1
33.8,46.1,3.61,134,6
33.8,46.1,3.61,140,5
33.8,46.1,3.61,159,8
33.8,46.1,3.61,169,9
33.9,14.88,1.15,117,7
33.9,14.88,1.15,130,3
33.9,14.88,1.15,138,4
33.9,14.88,1.15,148,2
33.9,14.88,1.15,152,10
33.9,14.88,1.15,178,6
33.9,14.88,1.15,185,1
33.9,14.88,1.15,192,5
33.9,14.88,1.15,209,8
33.9,14.88,1.15,228,9
34,21.11,4.79,100,7
34,21.11,4.79,106,4
34,21.11,4.79,111,3
34,21.11,4.79,116,10
34,21.11,4.79,127,2
34,21.11,4.79,147,6
34,21.11,4.79,152,1
34,21.11,4.79,155,5
34,21.11,4.79,176,8
34,21.11,4.79,182,9
34.1,12.48,4.97,101,7
34.1,12.48,4.97,113,3
34.1,12.48,4.97,113,4
34.1,12.48,4.97,122,10
34.1,12.48,4.97,131,2
34.1,12.48,4.97,145,6
34.1,12.48,4.97,158,1
34.1,12.48,4.97,163,5
34.1,12.48,4.97,183,8
34.1,12.48,4.97,189,9
34.1,33.66,3.49,91,7
34.1,33.66,3.49,106,3
34.1,33.66,3.49,106,4
34.1,33.66,3.49,117,10
34.1,33.66,3.49,128,2
34.1,33.66,3.49,139,6
34.1,33.66,3.49,143,1
34.1,33.66,3.49,151,5
34.1,33.66,3.49,174,8
34.1,33.66,3.49,184,9
34.1,43.54,4.92,81,7
34.1,43.54,4.92,88,3
34.1,43.54,4.92,99,4
34.1,43.54,4.92,105,10
34.1,43.54,4.92,110,2
34.1,43.54,4.92,119,6
34.1,43.54,4.92,127,1
34.1,43.54,4.92,134,5
34.1,43.54,4.92,154,8
34.1,43.54,4.92,160,9
34.2,6.59,0.61,131,7
34.2,6.59,0.61,137,3
34.2,6.59,0.61,148,4
34.2,6.59,0.61,157,10
34.2,6.59,0.61,160,2
34.2,6.59,0.61,186,6
34.2,6.59,0.61,188,1
34.2,6.59,0.61,203,5
34.2,6.59,0.61,222,8
34.2,6.59,0.61,246,9
34.4,52.02,4.05,87,7
34.4,52.02,4.05,92,3
34.4,52.02,4.05,95,4
34.4,52.02,4.05,102,10
34.4,52.02,4.05,105,2
34.4,52.02,4.05,126,1
34.4,52.02,4.05,128,5
34.4,52.02,4.05,128,6
34.4,52.02,4.05,150,8
34.4,52.02,4.05,161,9
34.5,44.02,1.2,98,7
34.5,44.02,1.2,112,3
34.5,44.02,1.2,112,4
34.5,44.02,1.2,124,2
34.5,44.02,1.2,124,10
34.5,44.02,1.2,151,6
34.5,44.02,1.2,153,5
34.5,44.02,1.2,154,1
34.5,44.02,1.2,178,8
34.5,44.02,1.2,192,9
34.6,44.82,1.62,92,7
34.6,44.82,1.62,105,4
34.6,44.82,1.62,111,3
34.6,44.82,1.62,120,10
34.6,44.82,1.62,130,2
34.6,44.82,1.62,146,6
34.6,44.82,1.62,150,1
34.6,44.82,1.62,150,5
34.6,44.82,1.62,170,8
34.6,44.82,1.62,182,9
34.6,56.54,3.43,81,7
34.6,56.54,3.43,93,4
34.6,56.54,3.43,94,3
34.6,56.54,3.43,104,10
34.6,56.54,3.43,109,2
34.6,56.54,3.43,121,6
34.6,56.54,3.43,125,1
34.6,56.54,3.43,131,5
34.6,56.54,3.43,148,8
34.6,56.54,3.43,160,9
34.8,16.23,3.62,102,7
34.8,16.23,3.62,114,3
34.8,16.23,3.62,117,4
34.8,16.23,3.62,133,10
34.8,16.23,3.62,134,2
34.8,16.23,3.62,154,6
34.8,16.23,3.62,162,1
34.8,16.23,3.62,168,5
34.8,16.23,3.62,190,8
34.8,16.23,3.62,200,9
34.9,40.04,3.41,96,7
34.9,40.04,3.41,99,3
34.9,40.04,3.41,106,4
34.9,40.04,3.41,115,10
34.9,40.04,3.41,123,2
34.9,40.04,3.41,139,6
34.9,40.04,3.41,142,1
34.9,40.04,3.41,152,5
34.9,40.04,3.41,165,8
34.9,40.04,3.41,182,9
34.9,43.23,3.99,89,7
34.9,43.23,3.99,101,3
34.9,43.23,3.99,101,4
34.9,43.23,3.99,106,10
34.9,43.23,3.99,112,2
34.9,43.23,3.99,135,6
34.9,43.23,3.99,136,1
34.9,43.23,3.99,143,5
34.9,43.23,3.99,163,8
34.9,43.23,3.99,165,9
35.1,6.21,2.03,116,7
35.1,6.21,2.03,126,3
35.1,6.21,2.03,136,4
35.1,6.21,2.03,149,10
35.1,6.21,2.03,158,2
35.1,6.21,2.03,179,6
35.1,6.21,2.03,184,1
35.1,6.21,2.03,188,5
35.1,6.21,2.03,216,8
35.1,6.21,2.03,230,9
35.3,50.72,4.53,77,7
35.3,50.72,4.53,92,3
35.3,50.72,4.53,95,4
35.3,50.72,4.53,99,10
35.3,50.72,4.53,108,2
35.3,50.72,4.53,120,6
35.3,50.72,4.53,128,1
35.3,50.72,4.53,135,5
35.3,50.72,4.53,150,8
35.3,50.72,4.53,153,9
35.4,14.28,4.06,110,7
35.4,14.28,4.06,118,3
35.4,14.28,4.06,124,4
35.4,14.28,4.06,132,10
35.4,14.28,4.06,133,2
35.4,14.28,4.06,151,6
35.4,14.28,4.06,162,1
35.4,14.28,4.06,167,5
35.4,14.28,4.06,185,8
35.4,14.28,4.06,200,9
35.4,15.25,1.36,120,7
35.4,15.25,1.36,130,3
35.4,15.25,1.36,139,4
35.4,15.25,1.36,143,10
35.4,15.25,1.36,146,2
35.4,15.25,1.36,176,6
35.4,15.25,1.36,184,1
35.4,15.25,1.36,192,5
35.4,15.25,1.36,214,8
35.4,15.25,1.36,222,9
35.4,26.99,0.54,118,7
35.4,26.99,0.54,129,3
35.4,26.99,0.54,132,4
35.4,26.99,0.54,143,2
35.4,26.99,0.54,146,10
35.4,26.99,0.54,165,6
35.4,26.99,0.54,171,1
35.4,26.99,0.54,184,5
35.4,26.99,0.54,202,8
35.4,26.99,0.54,222,9
35.4,56.01,4.05,83,7
35.4,56.01,4.05,86,3
35.4,56.01,4.05,96,4
35.4,56.01,4.05,102,10
35.4,56.01,4.05,106,2
35.4,56.01,4.05,122,6
35.4,56.01,4.05,124,1
35.4,56.01,4.05,126,5
35.4,56.01,4.05,148,8
35.4,56.01,4.05,151,9
35.5,48.08,0.76,96,7
35.5,48.08,0.76,106,3
35.5,48.08,0.76,110,4
35.5,48.08,0.76,122,10
35.5,48.08,0.76,128,2
35.5,48.08,0.76,142,6
35.5,48.08,0.76,149,1
35.5,48.08,0.76,155,5
35.5,48.08,0.76,176,8
35.5,48.08,0.76,189,9
35.7,20.71,0.98,116,7
35.7,20.71,0.98,122,3
35.7,20.71,0.98,132,4
35.7,20.71,0.98,144,10
35.7,20.71,0.98,145,2
35.7,20.71,0.98,174,1
35.7,20.71,0.98,177,6
35.7,20.71,0.98,181,5
35.7,20.71,0.98,206,8
35.7,20.71,0.98,218,9
36.2,4.98,1.53,128,7
36.2,4.98,1.53,141,3
36.2,4.98,1.53,145,4
36.2,4.98,1.53,153,10
36.2,4.98,1.53,164,2
36.2,4.98,1.53,180,6
36.2,4.98,1.53,190,1
36.2,4.98,1.53,195,5
36.2,4.98,1.53,222,8
36.2,4.98,1.53,237,9
36.2,45.78,3.1,94,7
36.2,45.78,3.1,101,3
36.2,45.78,3.1,104,4
36.2,45.78,3.1,118,10
36.2,45.78,3.1,120,2
36.2,45.78,3.1,132,6
36.2,45.78,3.1,141,1
36.2,45.78,3.1,143,5
36.2,45.78,3.1,169,8
36.2,45.78,3.1,170,9
36.4,30.01,0.21,110,7
36.4,30.01,0.21,126,3
36.4,30.01,0.21,129,4
36.4,30.01,0.21,144,2
36.4,30.01,0.21,148,10
36.4,30.01,0.21,174,6
36.4,30.01,0.21,176,1
36.4,30.01,0.21,182,5
36.4,30.01,0.21,208,8
36.4,30.01,0.21,217,9
36.6,14.03,0.96,124,7
36.6,14.03,0.96,129,3
36.6,14.03,0.96,133,4
36.6,14.03,0.96,148,10
36.6,14.03,0.96,155,2
36.6,14.03,0.96,180,6
36.6,14.03,0.96,187,1
36.6,14.03,0.96,198,5
36.6,14.03,0.96,222,8
36.6,14.03,0.96,236,9
36.8,51.05,3.21,83,7
36.8,51.05,3.21,93,3
36.8,51.05,3.21,95,4
36.8,51.05,3.21,112,2
36.8,51.05,3.21,114,10
36.8,51.05,3.21,131,6
36.8,51.05,3.21,135,1
36.8,51.05,3.21,138,5
36.8,51.05,3.21,156,8
36.8,51.05,3.21,165,9
36.9,5.16,1.33,124,7
36.9,5.16,1.33,133,3
36.9,5.16,1.33,142,4
36.9,5.16,1.33,157,10
36.9,5.16,1.33,161,2
36.9,5.16,1.33,190,6
36.9,5.16,1.33,195,5
36.9,5.16,1.33,197,1
36.9,5.16,1.33,227,8
36.9,5.16,1.33,243,9
37.1,27.65,1.29,116,7
37.1,27.65,1.29,121,3
37.1,27.65,1.29,125,4
37.1,27.65,1.29,135,10
37.1,27.65,1.29,145,2
37.1,27.65,1.29,170,1
37.1,27.65,1.29,170,6
37.1,27.65,1.29,178,5
37.1,27.65,1.29,202,8
37.1,27.65,1.29,212,9
37.3,12.18,4.58,108,7
37.3,12.18,4.58,113,3
37.3,12.18,4.58,124,4
37.3,12.18,4.58,127,10
37.3,12.18,4.58,130,2
37.3,12.18,4.58,154,6
37.3,12.18,4.58,163,1
37.3,12.18,4.58,166,5
37.3,12.18,4.58,187,8
37.3,12.18,4.58,199,9
37.4,11.73,4.45,110,7
37.4,11.73,4.45,111,3
37.4,11.73,4.45,121,4
37.4,11.73,4.45,127,10
37.4,11.73,4.45,137,2
37.4,11.73,4.45,160,1
37.4,11.73,4.45,160,6
37.4,11.73,4.45,163,5
37.4,11.73,4.45,194,8
37.4,11.73,4.45,206,9
37.4,19.87,3.17,107,7
37.4,19.87,3.17,117,3
37.4,19.87,3.17,118,4
37.4,19.87,3.17,134,10
37.4,19.87,3.17,137,2
37.4,19.87,3.17,158,6
37.4,19.87,3.17,160,1
37.4,19.87,3.17,167,5
37.4,19.87,3.17,188,8
37.4,19.87,3.17,207,9
37.4,29.55,3.7,94,7
37.4,29.55,3.7,105,3
37.4,29.55,3.7,118,4
37.4,29.55,3.7,122,10
37.4,29.55,3.7,123,2
37.4,29.55,3.7,151,1
37.4,29.55,3.7,151,6
37.4,29.55,3.7,156,5
37.4,29.55,3.7,183,8
37.4,29.55,3.7,184,9
37.5,19.38,3.18,107,7
37.5,19.38,3.18,122,3
37.5,19.38,3.18,126,4
37.5,19.38,3.18,136,2
37.5,19.38,3.18,136,10
37.5,19.38,3.18,162,6
37.5,19.38,3.18,165,1
37.5,19.38,3.18,171,5
37.5,19.38,3.18,196,8
37.5,19.38,3.18,211,9
37.5,28.73,2.05,109,7
37.5,28.73,2.05,114,3
37.5,28.73,2.05,118,4
37.5,28.73,2.05,138,10
37.5,28.73,2.05,143,2
37.5,28.73,2.05,160,6
37.5,28.73,2.05,162,1
37.5,28.73,2.05,175,5
37.5,28.73,2.05,196,8
37.5,28.73,2.05,201,9
37.6,47.19,1.03,97,7
37.6,47.19,1.03,106,3
37.6,47.19,1.03,109,4
37.6,47.19,1.03,121,10
37.6,47.19,1.03,129,2
37.6,47.19,1.03,143,6
37.6,47.19,1.03,157,5
37.6,47.19,1.03,158,1
37.6,47.19,1.03,174,8
37.6,47.19,1.03,189,9
37.6,50.51,0.31,101,7
37.6,50.51,0.31,109,3
37.6,50.51,0.31,117,4
37.6,50.51,0.31,124,2
37.6,50.51,0.31,127,10
37.6,50.51,0.31,146,6
37.6,50.51,0.31,158,1
37.6,50.51,0.31,164,5
37.6,50.51,0.31,180,8
37.6,50.51,0.31,198,9
37.7,1.65,2.75,126,7
37.7,1.65,2.75,127,3
37.7,1.65,2.75,134,4
37.7,1.65,2.75,151,10
37.7,1.65,2.75,158,2
37.7,1.65,2.75,174,6
37.7,1.65,2.75,185,1
37.7,1.65,2.75,192,5
37.7,1.65,2.75,213,8
37.7,1.65,2.75,236,9
37.7,25.13,2.99,110,7
37.7,25.13,2.99,116,4
37.7,25.13,2.99,118,3
37.7,25.13,2.99,134,10
37.7,25.13,2.99,138,2
37.7,25.13,2.99,155,6
37.7,25.13,2.99,161,1
37.7,25.13,2.99,170,5
37.7,25.13,2.99,189,8
37.7,25.13,2.99,202,9
38,44.54,3.35,90,7
38,44.54,3.35,104,3
38,44.54,3.35,107,4
38,44.54,3.35,116,10
38,44.54,3.35,120,2
38,44.54,3.35,139,1
38,44.54,3.35,141,6
38,44.54,3.35,147,5
38,44.54,3.35,163,8
38,44.54,3.35,177,9
38.1,26.15,0.58,116,7
38.1,26.15,0.58,128,4
38.1,26.15,0.58,133,3
38.1,26.15,0.58,144,10
38.1,26.15,0.58,147,2
38.1,26.15,0.58,173,1
38.1,26.15,0.58,173,6
38.1,26.15,0.58,186,5
38.1,26.15,0.58,211,8
38.1,26.15,0.58,221,9
38.3,5.6,3.8,110,7
38.3,5.6,3.8,128,3
38.3,5.6,3.8,128,4
38.3,5.6,3.8,140,2
38.3,5.6,3.8,143,10
38.3,5.6,3.8,170,6
38.3,5.6,3.8,176,1
38.3,5.6,3.8,177,5
38.3,5.6,3.8,203,8
38.3,5.6,3.8,217,9
38.3,42.64,1.24,106,7
38.3,42.64,1.24,113,4
38.3,42.64,1.24,114,3
38.3,42.64,1.24,129,10
38.3,42.64,1.24,137,2
38.3,42.64,1.24,154,6
38.3,42.64,1.24,158,5
38.3,42.64,1.24,162,1
38.3,42.64,1.24,187,8
38.3,42.64,1.24,196,9
38.6,11.6,0.96,129,7
38.6,11.6,0.96,132,3
38.6,11.6,0.96,137,4
38.6,11.6,0.96,152,10
38.6,11.6,0.96,163,2
38.6,11.6,0.96,183,6
38.6,11.6,0.96,187,1
38.6,11.6,0.96,202,5
38.6,11.6,0.96,218,8
38.6,11.6,0.96,240,9
